ENSG00000124215	219	17	44	0	62	11	15	4	121	4	11	0	139	12	10	3	81	17	17	5
ENSG00000224046	29	14	12	47	15	12	17	37	11	12	8	22	12	6	10	12	6	13	11	21
ENSG00000165891	469	44	296	301	203	98	1070	624	636	89	1101	785	195	47	593	400	109	64	1021	421
ENSG00000111445	841	135	300	83	326	105	62	50	760	87	149	38	353	124	113	60	284	173	169	61
ENSG00000101166	3889	2718	2311	2357	1315	1474	1556	857	1660	1944	1732	894	1486	1947	1639	888	1544	2762	2774	983
ENSG00000027075	190	95	1676	516	23	20	200	180	96	75	288	118	215	104	576	182	134	112	444	231
ENSG00000121440	99	1	20	3	126	13	289	22	74	19	80	17	576	86	1723	319	115	37	476	85
ENSG00000092208	353	93	163	61	103	66	63	18	112	62	60	14	130	87	95	36	86	103	98	22
ENSG00000198759	70	18	24	25	9	26	31	57	9	16	37	21	185	189	177	266	23	44	51	25
ENSG00000145012	3535	1695	2257	2390	3380	3289	3381	2806	3967	2858	2111	1403	5495	3221	4896	3270	2116	2229	2558	1410
ENSG00000172590	1838	935	743	675	953	667	449	231	962	609	626	229	1089	894	804	419	863	1043	1077	294
ENSG00000073060	2520	590	324	261	1747	534	474	250	1895	525	412	150	1680	1121	617	434	1444	1252	682	309
ENSG00000170425	469	47	22	127	92	15	150	99	91	19	72	113	311	164	108	88	101	77	120	103
ENSG00000269292	13	5	14	51	4	5	7	4	5	4	7	10	9	5	14	10	3	5	11	3
ENSG00000225062	43	5	23	6	14	1	2	0	7	0	7	1	21	1	7	0	23	2	5	1
ENSG00000257621	1456	384	431	416	597	317	305	145	583	272	312	144	561	337	350	166	593	403	446	131
ENSG00000211674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089154	5368	2463	2790	1593	4345	2549	2674	1124	5508	3056	2869	755	6127	4644	4364	1788	2410	2588	3013	754
ENSG00000167615	6244	5063	5592	7992	6262	6829	1699	1417	3554	3688	2591	2254	7072	7296	5323	2764	5009	4543	2722	1113
ENSG00000235194	305	114	42	52	174	81	13	15	118	66	16	14	151	112	34	22	112	69	34	15
ENSG00000143674	111	42	88	104	139	48	143	86	104	37	66	51	96	64	73	63	52	57	74	55
ENSG00000161677	1112	594	477	734	539	643	395	331	613	625	353	224	883	792	601	511	543	729	481	298
ENSG00000261644	42	126	114	221	37	149	38	65	21	99	63	80	24	126	38	83	23	141	42	35
ENSG00000277651	37	4	6	1	11	2	11	3	12	1	2	0	10	6	1	0	16	5	9	1
ENSG00000110422	11500	5589	12315	12373	6050	5361	8324	8292	7132	5633	7051	7718	7178	5012	6144	6790	5004	5043	6518	5069
ENSG00000171611	72	56	27	58	67	27	51	28	22	33	16	24	46	27	20	12	45	56	27	18
ENSG00000280649	19	18	13	23	6	22	12	15	7	20	4	11	11	21	28	20	6	29	9	14
ENSG00000256525	312	105	48	40	108	66	27	30	119	57	23	11	121	107	42	25	74	59	39	19
ENSG00000120647	688	234	469	351	159	164	96	79	297	169	150	79	210	164	162	124	199	224	197	90
ENSG00000162878	135	29	29	16	68	22	69	22	44	18	10	9	551	324	233	126	69	88	52	31
ENSG00000175701	542	239	156	94	279	205	126	71	246	145	113	43	128	142	55	67	211	301	177	86
ENSG00000182858	1388	556	274	377	645	395	205	157	932	539	206	136	1286	899	579	376	573	684	310	125
ENSG00000163235	314	90	1602	4618	55	51	109	164	57	45	89	74	46	37	153	273	26	55	126	75
ENSG00000126264	2285	728	1224	881	841	724	552	558	688	475	464	319	908	727	527	553	1052	1496	1028	772
ENSG00000099901	3391	1137	1689	531	1605	748	1127	527	2511	811	1554	344	2318	1961	1685	944	1505	1463	1919	602
ENSG00000145358	13774	5244	764	260	4245	654	219	113	1904	1369	160	62	7870	5786	315	55	10425	11386	1118	178
ENSG00000155760	274	65	73	180	370	249	301	260	144	115	276	158	679	221	501	220	233	145	240	113
ENSG00000167196	1332	573	352	180	542	344	219	109	684	320	199	74	785	608	478	270	458	477	360	142
